id,host_id,host_name,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,city,country,Rating_Scale,Scale_Price
45009041,5027653,Brenda,2013-02-09,within an hour,1.0,0.98,t,Dalkey,2,2,t,t,53.27018,-6.1022,Entire guesthouse,Entire home/apt,2,1 bath,1.0,1.0,175.0,3,31,3,3,1125,1125,3.0,1125.0,t,0,5,27,269,65,30,4,2020-09-09,2022-09-07,5.0,4.97,4.94,4.97,4.98,5.0,4.85,t,2,2,0,0,2.66,Not Specified,Not Specified,Satisfied,Between 100 to 499
45048728,202961997,Sweet Inn,2018-07-17,within an hour,1.0,0.99,f,Docklands,12,54,t,t,53.34012,-6.26764,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,229.0,2,365,8,14,1125,1125,14.0,1125.0,t,0,13,35,305,6,0,0,2020-10-05,2021-04-25,4.0,3.67,4.17,4.83,4.67,4.83,3.5,t,8,8,0,0,0.25,Not Specified,Not Specified,Regular,Between 100 to 499
45056742,60480101,Hamza,2016-02-26,within a day,0.5,0.64,f,Not Specified,1,1,t,t,53.38126,-6.22677,Entire home,Entire home/apt,4,1.5 baths,2.0,2.0,300.0,5,60,5,5,60,60,5.0,60.0,t,0,1,11,221,3,2,0,2020-09-19,2022-03-28,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0,0.12,Dublin,Ireland,Very Satisfied,Between 100 to 499
45061866,176975860,Portobello,2018-03-06,Not Specified,0.0,0.0,f,Rathmines,1,1,t,t,53.32903,-6.26657,Entire loft,Entire home/apt,2,1 bath,1.0,2.0,40.0,7,90,7,7,1125,1125,7.0,1125.0,t,0,0,0,0,0,0,0,2024-01-12,2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t,1,1,0,0,0.0,Dublin,Ireland,Very Dissatisfied,Less than 100
45095196,19982489,Mike,2014-08-13,within an hour,1.0,1.0,t,Ballybough,3,4,t,t,53.36141,-6.25723,Private room in home,Private room,4,1 private bath,2.0,2.0,80.0,10,60,10,10,60,60,10.0,60.0,t,0,0,0,0,0,0,0,2024-01-12,2024-01-12,3.2733333333333334,3.306666666666667,3.2166666666666663,3.323333333333333,3.33,3.2099999999999995,3.1999999999999997,f,3,0,3,0,0.84,Dublin,Ireland,Regular,Less than 100
45095744,7558255,Vinnie,2013-07-17,within an hour,1.0,0.98,t,Beaverstown,1,6,t,t,53.49348,-6.1626,Private room in home,Private room,2,1 private bath,1.0,1.0,70.0,1,14,1,2,1125,1125,1.3,1125.0,t,7,29,59,59,43,39,8,2020-09-11,2022-09-11,4.79,4.84,4.88,4.95,4.91,4.56,4.77,t,1,0,1,0,1.76,São Paulo,Brazil,Satisfied,Less than 100
45097827,305466304,Hendrick Smithfield,2019-10-30,within an hour,0.95,0.99,f,Smithfield,3,5,t,t,53.34904,-6.28137,Room in boutique hotel,Private room,3,1 bath,1.0,2.0,295.0,1,365,1,3,365,365,1.1,365.0,t,23,52,82,251,54,54,6,2021-12-12,2022-08-27,4.72,4.87,4.87,4.94,4.8,4.69,4.24,t,3,0,3,0,5.89,Dublin,Ireland,Satisfied,Between 100 to 499
45113690,69031940,Filippo,2016-04-26,within an hour,1.0,0.86,f,Yellow Walls,1,1,t,t,53.45245,-6.18872,Entire condo,Entire home/apt,2,1 bath,1.0,1.0,101.0,1,10,1,4,1125,1125,1.0,1125.0,t,5,15,29,78,23,23,9,2022-06-27,2022-09-09,4.91,4.83,4.96,4.87,4.91,4.96,4.83,f,1,1,0,0,8.85,Malahide,Ireland,Satisfied,Between 100 to 499
45121112,12036741,Micheál,2014-02-07,within an hour,0.97,0.93,t,Temple Bar,23,30,t,f,53.3243,-6.27429,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,76.0,14,1125,14,14,1125,1125,14.0,1125.0,t,0,7,19,40,17,11,1,2020-10-04,2022-09-06,4.94,4.82,4.71,4.94,4.82,4.71,4.59,f,20,20,0,0,0.72,Dublin,Ireland,Satisfied,Less than 100
45131825,211091139,Alan,2018-08-22,within an hour,1.0,0.99,f,Ballybough,7,9,t,t,53.36352,-6.25921,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,48.0,15,90,15,15,1125,1125,15.0,1125.0,t,2,11,13,162,23,11,1,2020-09-30,2022-09-05,4.65,4.74,4.26,4.78,4.78,4.83,4.61,t,5,5,0,0,0.97,Dublin,Ireland,Satisfied,Less than 100
45138688,34583949,Nuala,2015-05-30,within an hour,1.0,1.0,t,Ballinleague,3,11,t,t,53.3276,-6.20859,Entire guest suite,Entire home/apt,6,3 baths,3.0,3.0,347.0,4,90,4,4,90,90,4.0,90.0,t,6,11,36,126,13,13,2,2022-04-10,2022-08-23,5.0,5.0,4.92,5.0,4.85,4.92,4.85,f,1,1,0,0,2.5,Not Specified,Ireland,Satisfied,Between 100 to 499
45147803,29502444,Mary,2015-03-17,Not Specified,0.0,0.0,f,Northside,1,9,t,t,53.35728,-6.29158,Entire home,Entire home/apt,5,1 bath,3.0,3.0,110.0,14,1125,14,14,1125,1125,14.0,1125.0,t,0,0,0,0,0,0,0,2024-01-12,2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,1,1,0,0,0.0,Dublin,Ireland,Very Dissatisfied,Between 100 to 499
45167055,99717635,Amer,2016-10-15,within an hour,1.0,0.83,f,Saint Peter's,3,3,t,t,53.27409401600418,-6.304555075268277,Private room in home,Private room,1,1 shared bath,1.0,1.0,48.0,1,365,1,1,365,365,1.0,365.0,t,0,0,0,254,2,2,0,2022-07-20,2022-07-24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,3,0,3,0,1.09,Dublin,Ireland,Very Satisfied,Less than 100
45175093,765874,Sam,2011-07-01,within an hour,1.0,0.96,f,North City Central/O'Connell Street,5,5,t,t,53.34629,-6.26891,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,270.0,2,30,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,16,16,0,2022-02-17,2022-05-29,4.5,4.5,3.81,4.5,4.88,5.0,4.44,f,3,1,2,0,2.31,Dublin,Ireland,Satisfied,Between 100 to 499
45178861,364666899,Mary,2020-08-27,within a few hours,0.91,0.86,t,Margaretstown,3,4,t,t,53.57464,-6.15784,Private room in bed and breakfast,Private room,2,1 private bath,1.0,2.0,50.0,1,1125,1,1,1125,1125,1.0,1125.0,t,19,40,62,320,102,89,5,2020-09-13,2022-09-02,4.72,4.8,4.69,4.82,4.73,4.64,4.75,f,3,0,3,0,4.19,Not Specified,Not Specified,Satisfied,Less than 100
45178917,364666899,Mary,2020-08-27,within a few hours,0.91,0.86,t,Margaretstown,3,4,t,t,53.57658,-6.15561,Private room in bed and breakfast,Private room,4,1 private bath,1.0,3.0,140.0,1,1125,1,1,1125,1125,1.0,1125.0,t,21,46,76,337,107,80,4,2021-01-09,2022-09-10,4.79,4.83,4.74,4.91,4.86,4.67,4.85,f,3,0,3,0,5.25,Not Specified,Not Specified,Satisfied,Between 100 to 499
45183394,364666899,Mary,2020-08-27,within a few hours,0.91,0.86,t,Margaretstown,3,4,t,t,53.5764,-6.1557,Private room in bed and breakfast,Private room,3,1 private bath,1.0,2.0,50.0,1,1125,1,1,1125,1125,1.0,1125.0,t,20,46,71,332,55,45,4,2021-06-25,2022-09-06,4.8,4.85,4.75,4.82,4.87,4.64,4.76,f,3,0,3,0,3.71,Not Specified,Not Specified,Satisfied,Less than 100
45187979,32110839,Pietro,2015-04-28,Not Specified,0.0,0.0,f,Ranelagh,1,1,t,t,53.32383,-6.2576,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,35.0,3,14,3,3,1125,1125,3.0,1125.0,t,0,0,0,0,0,0,0,2024-01-12,2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t,1,0,1,0,0.0,Verona,Italy,Very Dissatisfied,Less than 100
45199217,22055340,Abbie,2014-10-02,within an hour,1.0,0.93,t,Northside,6,12,t,t,53.34782,-6.26289,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,176.0,2,14,1,2,1,14,2.0,14.0,t,1,1,1,1,168,86,2,2020-09-16,2022-08-22,4.8,4.79,4.68,4.92,4.93,4.96,4.59,f,3,2,1,0,6.93,Dublin,Ireland,Satisfied,Between 100 to 499
45228285,46647780,Elaine,2015-10-15,within a few hours,0.75,0.98,f,Drumcondra,10,35,t,t,53.35751,-6.25431,Entire rental unit,Entire home/apt,1,1 bath,1.0,1.0,90.0,14,1125,3,14,1125,1125,13.8,1125.0,t,0,4,34,114,15,9,1,2020-10-10,2022-08-28,4.73,4.67,4.8,4.93,4.8,4.73,4.53,t,9,9,0,0,0.64,Dublin,Ireland,Satisfied,Less than 100
45265177,31215848,Cillian,2015-04-14,within a few hours,0.95,0.51,f,Ranelagh and Rathmines,3,5,t,t,53.32895,-6.25194,Room in hotel,Private room,2,1.5 baths,1.0,1.0,168.0,2,1125,2,2,1125,1125,2.0,1125.0,t,6,16,46,321,14,3,0,2020-09-17,2022-06-29,4.57,4.57,4.57,4.64,4.64,4.71,4.57,f,3,0,3,0,0.58,Dublin,Ireland,Satisfied,Between 100 to 499
45272429,12036741,Micheál,2014-02-07,within an hour,0.97,0.93,t,Temple Bar,23,30,t,f,53.32404,-6.27425,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,80.0,14,1125,8,14,1125,1125,13.8,1125.0,t,1,15,15,101,13,7,2,2020-10-04,2022-08-31,5.0,4.85,4.77,5.0,5.0,5.0,4.85,f,20,20,0,0,0.55,Dublin,Ireland,Satisfied,Less than 100
45281033,234243,Johnny,2010-09-14,within an hour,1.0,0.98,f,Temple Bar,32,41,t,t,53.35118,-6.26405,Entire serviced apartment,Entire home/apt,4,1 bath,1.0,3.0,405.0,2,28,1,3,1125,1125,2.8,1125.0,t,16,37,61,329,22,22,0,2021-10-12,2022-07-22,4.0,3.91,4.27,4.05,4.73,4.64,3.77,t,31,30,1,0,1.96,Dublin,Ireland,Regular,Between 100 to 499
45283170,11976922,Juliana,2014-02-05,within an hour,1.0,1.0,t,Not Specified,3,14,t,t,53.37813,-6.3172,Private room in townhouse,Private room,2,1.5 baths,1.0,1.0,47.0,90,1125,90,90,1125,1125,90.0,1125.0,t,0,0,0,266,1,1,0,2022-07-23,2022-07-23,5.0,5.0,5.0,5.0,5.0,3.0,5.0,f,3,2,1,0,0.58,Dublin,Ireland,Very Satisfied,Less than 100
45330506,38572405,Alan,2015-07-15,within a few hours,0.87,0.6,f,Inchicore,1,1,t,t,53.34224123344245,-6.309394314830132,Entire condo,Entire home/apt,4,2 baths,2.0,2.0,450.0,1,21,1,1,1125,1125,1.0,1125.0,t,28,45,60,61,1,1,1,2022-09-10,2022-09-10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,1.0,Dublin,Ireland,Very Satisfied,Between 100 to 499
45338635,187323276,Des,2018-05-01,a few days or more,0.43,0.49,f,Portobello,3,3,t,t,53.33455,-6.27106,Private room in home,Private room,2,1 shared bath,1.0,2.0,80.0,6,365,6,6,365,365,6.0,365.0,t,0,0,0,0,10,9,0,2021-06-13,2022-01-31,4.4,4.3,4.2,4.9,4.6,4.7,4.6,f,3,0,3,0,0.66,Not Specified,Ireland,Satisfied,Less than 100
45339227,187323276,Des,2018-05-01,a few days or more,0.43,0.49,f,Portobello,3,3,t,t,53.33425,-6.27248,Private room in townhouse,Private room,2,1 shared bath,1.0,1.0,80.0,6,365,6,6,365,365,6.0,365.0,t,7,9,21,21,7,5,0,2021-07-30,2021-12-16,4.71,4.86,4.86,4.71,4.43,4.86,4.57,f,3,0,3,0,0.51,Not Specified,Ireland,Satisfied,Less than 100
45340704,234243,Johnny,2010-09-14,within an hour,1.0,0.98,f,Temple Bar,32,41,t,t,53.35082,-6.26319,Entire serviced apartment,Entire home/apt,8,2 baths,3.0,6.0,709.0,2,13,1,3,13,13,2.9,13.0,t,3,7,16,175,69,55,4,2020-10-12,2022-08-25,4.32,4.26,4.33,4.43,4.49,4.78,4.35,t,31,30,1,0,2.95,Dublin,Ireland,Satisfied,Between 500 to 999
45345331,94790540,Ciaran,2016-09-12,within a few hours,0.8,0.68,f,Not Specified,1,1,t,t,53.37677,-6.31106,Entire condo,Entire home/apt,2,1.5 baths,1.0,1.0,120.0,14,1125,14,14,1125,1125,14.0,1125.0,t,1,2,2,2,9,9,0,2022-01-22,2022-07-31,4.89,5.0,4.78,5.0,5.0,4.78,4.89,f,1,1,0,0,1.15,Dublin,Ireland,Satisfied,Between 100 to 499
45356616,123745971,Especial,2017-04-01,within an hour,1.0,0.89,f,Invalides - Ecole Militaire,87,143,t,t,53.33413,-6.3761,Entire serviced apartment,Entire home/apt,2,1 bath,1.0,1.0,180.0,7,1125,7,7,1125,1125,7.0,1125.0,t,0,0,0,0,0,0,0,2024-01-12,2024-01-12,1.6091666666666669,1.6347916666666666,1.6833333333333333,1.7429166666666667,1.73375,1.7520833333333332,1.5325,f,48,48,0,0,0.17020833333333332,Delhi,India,Very Dissatisfied,Between 100 to 499
45363223,320361999,M,2019-12-23,Not Specified,0.0,0.0,f,Not Specified,1,1,t,t,53.34056,-6.23563,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,50.0,1,3,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,0,0,0,2024-01-12,2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t,1,0,1,0,0.0,Not Specified,Not Specified,Very Dissatisfied,Less than 100
45428705,123745971,Especial,2017-04-01,within an hour,1.0,0.89,f,Invalides - Ecole Militaire,87,143,t,t,53.33168,-6.23992,Entire serviced apartment,Entire home/apt,2,1 bath,1.0,1.0,140.0,30,1125,30,30,1125,1125,30.0,1125.0,t,0,0,0,0,0,0,0,2024-01-12,2024-01-12,1.6091666666666669,1.6347916666666666,1.6833333333333333,1.7429166666666667,1.73375,1.7520833333333332,1.5325,f,48,48,0,0,0.17020833333333332,Delhi,India,Very Dissatisfied,Between 100 to 499
45429806,234243,Johnny,2010-09-14,within an hour,1.0,0.98,f,Temple Bar,32,41,t,t,53.33967,-6.26438,Entire serviced apartment,Entire home/apt,6,2 baths,2.0,5.0,140.0,2,28,1,2,1125,1125,1.9,1125.0,t,0,0,0,0,1,0,0,2021-07-24,2021-07-24,2.0,2.0,1.0,4.0,4.0,2.0,2.0,t,31,30,1,0,0.07,Dublin,Ireland,Dissatisfied,Between 100 to 499
45430042,234243,Johnny,2010-09-14,within an hour,1.0,0.98,f,Temple Bar,32,41,t,t,53.34902,-6.24772,Entire serviced apartment,Entire home/apt,3,1 bath,1.0,2.0,197.0,2,30,1,2,1125,1125,1.0,1125.0,t,0,0,0,0,2,0,0,2020-10-18,2020-12-04,4.0,4.5,4.5,3.5,4.5,4.5,2.5,t,31,30,1,0,0.09,Dublin,Ireland,Dissatisfied,Between 100 to 499
45430383,234243,Johnny,2010-09-14,within an hour,1.0,0.98,f,Temple Bar,32,41,t,t,53.34605,-6.26308,Entire serviced apartment,Entire home/apt,6,1 bath,2.0,5.0,596.0,2,30,1,3,1125,1125,2.9,1125.0,t,7,17,30,195,1,1,0,2022-07-01,2022-07-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,31,30,1,0,0.41,Dublin,Ireland,Very Satisfied,Between 500 to 999
45430662,234243,Johnny,2010-09-14,within an hour,1.0,0.98,f,Temple Bar,32,41,t,t,53.33111,-6.24783,Entire serviced apartment,Entire home/apt,8,2 baths,1.0,7.0,342.0,2,30,1,3,1125,1125,2.0,1125.0,t,2,2,2,2,13,9,0,2020-10-14,2022-06-13,4.77,4.69,4.69,4.69,4.85,4.85,4.62,t,31,30,1,0,0.56,Dublin,Ireland,Satisfied,Between 100 to 499
45431140,234243,Johnny,2010-09-14,within an hour,1.0,0.98,f,Temple Bar,32,41,t,t,53.33715,-6.23695,Entire serviced apartment,Entire home/apt,2,1 bath,1.0,1.0,90.0,2,30,1,2,1125,1125,2.0,1125.0,t,0,0,0,0,3,0,0,2020-12-27,2021-04-06,4.67,5.0,5.0,4.33,4.67,5.0,4.67,t,31,30,1,0,0.14,Dublin,Ireland,Satisfied,Less than 100
45461628,29619359,John,2015-03-19,within a few hours,1.0,0.97,f,Grafton Street/St. Stephens Green,6,17,t,t,53.33176,-6.26939,Entire serviced apartment,Entire home/apt,2,1 bath,1.0,1.0,61.0,14,360,14,14,360,360,14.0,360.0,t,0,0,0,0,13,1,1,2020-09-22,2022-08-24,4.38,4.31,4.92,4.54,4.85,4.92,4.46,f,6,5,0,0,0.54,Dublin,Ireland,Satisfied,Less than 100
45478728,2373049,Cathal And Paul,2012-05-14,within a few hours,0.9,0.75,t,Cabra East,2,3,t,t,53.3527,-6.28583,Entire home,Entire home/apt,4,1.5 baths,2.0,4.0,233.0,4,21,4,4,21,21,4.0,21.0,t,8,19,38,117,32,22,1,2020-12-24,2022-09-09,4.97,5.0,5.0,4.97,5.0,5.0,4.97,f,1,1,0,0,1.53,Dublin,Ireland,Satisfied,Between 100 to 499
45483905,70154490,Gavin  RG,2016-05-03,within a day,0.79,0.58,f,Temple Bar,21,59,t,t,53.34814,-6.26414,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,200.0,14,1125,14,14,1125,1125,14.0,1125.0,t,0,0,0,0,9,9,0,2021-12-05,2022-07-08,4.11,4.11,4.33,4.11,3.56,5.0,3.44,f,12,12,0,0,0.96, Dublin,Ireland,Regular,Between 100 to 499
45490514,234243,Johnny,2010-09-14,within an hour,1.0,0.98,f,Temple Bar,32,41,t,t,53.34328,-6.24138,Entire serviced apartment,Entire home/apt,5,2 baths,2.0,3.0,180.0,2,60,1,2,1125,1125,1.9,1125.0,t,0,0,0,0,3,0,0,2020-12-21,2021-07-05,3.33,3.33,5.0,3.33,4.0,5.0,3.33,t,31,30,1,0,0.14,Dublin,Ireland,Regular,Between 100 to 499
45490852,53509813,Alana,2016-01-06,within an hour,1.0,0.83,t,Not Specified,1,3,t,t,53.33741,-6.23675,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,135.0,2,5,2,2,5,5,2.0,5.0,t,19,45,66,66,11,11,0,2021-09-12,2022-07-03,4.82,4.91,4.82,4.82,4.91,4.45,4.27,f,1,0,1,0,0.9,Ajax,Canada,Satisfied,Between 100 to 499
45491052,234243,Johnny,2010-09-14,within an hour,1.0,0.98,f,Temple Bar,32,41,t,t,53.33999,-6.26503,Entire serviced apartment,Entire home/apt,6,1 bath,2.0,5.0,571.0,2,60,2,3,1125,1125,3.0,1125.0,t,2,2,2,2,3,3,0,2021-10-24,2021-11-23,4.67,3.0,4.33,4.67,4.33,4.33,4.33,t,31,30,1,0,0.28,Dublin,Ireland,Satisfied,Between 500 to 999
45501564,234243,Johnny,2010-09-14,within an hour,1.0,0.98,f,Temple Bar,32,41,t,t,53.34769,-6.23539,Entire serviced apartment,Entire home/apt,5,1 bath,2.0,4.0,275.0,3,60,1,2,1125,1125,1.0,1125.0,t,0,0,0,0,10,10,0,2021-10-30,2022-07-25,4.5,4.2,4.8,4.1,4.5,4.7,4.4,t,31,30,1,0,0.94,Dublin,Ireland,Satisfied,Between 100 to 499
45511063,297397147,Catalina,2019-09-23,within an hour,1.0,0.89,f,Northside,3,3,t,t,53.3529,-6.23608,Private room in home,Private room,2,3 baths,1.0,1.0,124.0,1,1125,1,1,1125,1125,1.0,1125.0,t,8,26,51,220,40,40,6,2022-03-20,2022-09-03,4.88,4.9,4.8,4.98,5.0,4.73,4.73,f,3,1,2,0,6.78,Dublin,Ireland,Satisfied,Between 100 to 499
45553381,69683252,Niall And Gavin,2016-04-30,within a day,0.82,0.65,f,North City Central/O'Connell Street,68,129,t,t,53.34513,-6.26819,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,192.0,14,1125,2,4,1125,1125,3.9,1125.0,t,4,12,22,285,38,36,3,2021-07-30,2022-08-24,4.47,4.74,4.39,4.87,4.63,4.95,4.39,f,42,42,0,0,2.78,Firhouse,Ireland,Satisfied,Between 100 to 499
45556440,234243,Johnny,2010-09-14,within an hour,1.0,0.98,f,Temple Bar,32,41,t,t,53.34601,-6.24573,Entire serviced apartment,Entire home/apt,5,2 baths,2.0,4.0,185.0,3,30,1,3,1125,1125,1.3,1125.0,t,0,0,0,0,13,8,1,2020-12-13,2022-08-27,4.46,4.46,4.62,3.77,4.0,4.46,4.15,t,31,30,1,0,0.61,Dublin,Ireland,Satisfied,Between 100 to 499
45586500,70154490,Gavin  RG,2016-05-03,within a day,0.79,0.58,f,Temple Bar,21,59,t,t,53.31771,-6.27028,Entire rental unit,Entire home/apt,4,1 bath,2.0,1.0,90.0,15,1125,15,15,1125,1125,15.0,1125.0,t,0,0,0,0,0,0,0,2024-01-12,2024-01-12,3.4083333333333337,3.4941666666666666,3.3708333333333336,3.499166666666667,3.4358333333333335,3.6449999999999996,3.2908333333333335,f,12,12,0,0,0.8516666666666667, Dublin,Ireland,Regular,Less than 100
45614442,51981163,Kamil,2015-12-22,within an hour,1.0,0.9,f,Santry,1,1,t,t,53.40358,-6.25325,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,71.0,1,1125,1,1,1125,1125,1.0,1125.0,t,8,26,44,44,53,52,13,2020-11-30,2022-09-09,4.89,4.85,4.85,4.96,4.96,4.77,4.83,f,1,0,1,0,2.44,Dublin,Ireland,Satisfied,Less than 100
45617612,66550564,James,2016-04-10,within a few hours,0.89,0.48,f,Cabra,2,6,t,t,53.36164,-6.27533,Private room in home,Private room,1,2.5 shared baths,1.0,2.0,80.0,5,1125,5,5,1125,1125,5.0,1125.0,t,1,6,36,37,5,0,0,2020-11-02,2021-09-08,4.8,4.8,4.8,5.0,5.0,4.8,4.8,f,2,0,2,0,0.22, Dublin,Ireland,Satisfied,Less than 100
45632698,12273834,Joanne,2014-02-16,within a few hours,1.0,1.0,f,Bray,1,1,t,t,53.19817,-6.10767,Entire home,Entire home/apt,9,3 baths,4.0,6.0,350.0,7,14,7,7,14,14,7.0,14.0,t,0,0,0,15,6,2,1,2021-07-17,2022-08-13,5.0,5.0,5.0,5.0,5.0,5.0,4.83,f,1,1,0,0,0.43,Not Specified,Ireland,Satisfied,Between 100 to 499
45632923,151105528,Paul,2017-09-18,within an hour,1.0,0.98,f,Artane,4,4,t,t,53.37766,-6.19635,Private room in home,Private room,5,1 shared bath,3.0,5.0,250.0,1,7,1,3,1125,1125,1.3,1125.0,t,2,26,56,90,35,24,5,2021-06-30,2022-09-09,4.71,4.77,4.6,4.91,4.94,4.63,4.54,t,4,0,4,0,2.39,Dublin,Ireland,Satisfied,Between 100 to 499
45636793,340508247,Edel,2020-03-06,within an hour,0.95,0.91,f,Not Specified,4,5,t,t,53.35756,-6.23886,Private room in home,Private room,2,1 shared bath,1.0,1.0,50.0,1,3,1,1,3,3,1.0,3.0,t,3,12,39,47,48,32,2,2020-10-03,2022-08-25,4.38,4.65,4.25,4.67,4.71,4.35,4.46,f,3,0,3,0,2.03, Dublin,Ireland,Satisfied,Less than 100
45664593,142286232,Rhona,2017-07-24,within an hour,1.0,0.98,t,Dún Laoghaire,1,1,t,t,53.28227,-6.14184,Private room in home,Private room,2,1 private bath,1.0,2.0,85.0,1,46,1,1,1125,1125,1.0,1125.0,t,13,31,56,56,25,19,2,2020-10-17,2022-09-11,4.92,4.88,5.0,5.0,5.0,4.84,4.88,t,1,0,1,0,1.08,Dublin,Ireland,Satisfied,Less than 100
45683271,234243,Johnny,2010-09-14,within an hour,1.0,0.98,f,Temple Bar,32,41,t,t,53.33463,-6.25674,Entire serviced apartment,Entire home/apt,2,1 bath,1.0,1.0,100.0,3,30,1,3,1125,1125,2.7,1125.0,t,0,0,0,0,10,5,0,2020-10-10,2022-07-01,4.2,3.9,4.5,4.0,4.5,4.0,4.2,t,31,30,1,0,0.43,Dublin,Ireland,Satisfied,Between 100 to 499
45705255,110314215,Ciara,2017-01-07,Not Specified,0.0,0.0,f,Not Specified,1,2,t,f,53.36778,-6.36205,Entire townhouse,Entire home/apt,6,3.5 baths,3.0,3.0,300.0,2,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,0,0,0,2024-01-12,2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t,1,1,0,0,0.0,Not Specified,Not Specified,Very Dissatisfied,Between 100 to 499
45755653,195436709,Sean,2018-06-13,Not Specified,0.0,0.86,f,Not Specified,1,1,t,t,53.32201,-6.23826,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,115.0,3,1125,3,3,1125,1125,3.0,1125.0,t,0,0,0,0,7,6,0,2021-09-04,2022-03-20,4.57,5.0,4.0,5.0,4.86,4.86,4.0,t,1,1,0,0,0.56,Navan,Ireland,Satisfied,Between 100 to 499
45795997,184560099,Griffith Halls Of Residence,2018-04-16,Not Specified,0.0,1.0,f,Saint Catherine's,8,8,t,t,53.33134,-6.2784,Entire rental unit,Entire home/apt,1,1 bath,1.0,1.0,128.0,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,4,2,0,2020-11-10,2021-10-09,4.5,4.5,4.25,4.75,4.25,4.25,4.25,t,8,8,0,0,0.18, Dublin,Ireland,Satisfied,Between 100 to 499
45796445,184560099,Griffith Halls Of Residence,2018-04-16,Not Specified,0.0,1.0,f,Saint Catherine's,8,8,t,t,53.33142,-6.27937,Entire rental unit,Entire home/apt,3,2 baths,2.0,3.0,177.0,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,9,2,0,2021-06-24,2022-06-29,4.67,4.78,4.67,4.78,4.44,4.78,4.56,t,8,8,0,0,0.61, Dublin,Ireland,Satisfied,Between 100 to 499
45796614,184560099,Griffith Halls Of Residence,2018-04-16,Not Specified,0.0,1.0,f,Saint Catherine's,8,8,t,t,53.33089,-6.27786,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,152.0,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,9,5,0,2020-11-01,2021-10-11,4.89,4.89,5.0,4.67,4.78,4.89,4.89,t,8,8,0,0,0.4, Dublin,Ireland,Satisfied,Between 100 to 499
45809702,33628955,Jim,2015-05-18,within an hour,1.0,1.0,f,Templeogue Village,2,5,t,t,53.30097,-6.30515,Entire home,Entire home/apt,6,2 baths,4.0,4.0,140.0,7,365,7,7,1125,1125,7.0,1125.0,t,2,2,2,2,13,10,1,2021-01-31,2022-08-26,4.46,4.69,4.31,4.92,4.92,4.77,4.62,f,1,1,0,0,0.66,Sevenoaks,United Kingdom,Satisfied,Between 100 to 499
45855202,12036741,Micheál,2014-02-07,within an hour,0.97,0.93,t,Temple Bar,23,30,t,f,53.3238,-6.2742,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,75.0,14,1125,14,16,1125,1125,14.1,1125.0,t,2,2,29,119,16,8,2,2020-11-16,2022-09-01,4.81,4.81,4.5,5.0,5.0,4.94,4.81,f,20,20,0,0,0.72,Dublin,Ireland,Satisfied,Less than 100
